id	original_url	resolved_url	proxy_url	bytes	fetch_status	title
001	https://xkcd.com/1810/	https://xkcd.com/1810/	https://r.jina.ai/http://xkcd.com/1810/	1131	ok	Title: Chat Systems  URL Source: http://xkcd.com/1810/ 
002	https://twitter.com/1ahmedh1/status/1431697037934796801?s=21	https://fxtwitter.com/1ahmedh1/status/1431697037934796801?s=21	https://r.jina.ai/http://fxtwitter.com/1ahmedh1/status/1431697037934796801?s=21	2942	ok	Title: The Curious Mind on X: "When I first started on Wall Street, one of my managers said something to me that has stuck for 20 yrs:  When you start
003	https://twitter.com/lucy_guo/status/1429812924219105284?s=21	https://fxtwitter.com/lucy_guo/status/1429812924219105284?s=21	https://r.jina.ai/http://fxtwitter.com/lucy_guo/status/1429812924219105284?s=21	2060	ok	Title: Lucy Guo on X: "Your network is your net worth.  1. Raising money is easier  
004	https://twitter.com/linkdniel/status/1546149551613939712?s=21&t=cEow-xvEW5mqT3qvcu3lwA	https://fxtwitter.com/linkdniel/status/1546149551613939712?s=21&t=cEow-xvEW5mqT3qvcu3lwA	https://r.jina.ai/http://fxtwitter.com/linkdniel/status/1546149551613939712?s=21&t=cEow-xvEW5mqT3qvcu3lwA	2120	ok	Title: Link Daniel on X: "Eloquently explained by @nfergus at @longnow and good reminder that the Enlightenment was a network. It was not a centralize
005	https://twitter.com/drcamrx/status/975776470155984896?s=21&t=SbbzWJQa-Z2l_ojYKUyYbQ	https://fxtwitter.com/drcamrx/status/975776470155984896?s=21&t=SbbzWJQa-Z2l_ojYKUyYbQ	https://r.jina.ai/http://fxtwitter.com/drcamrx/status/975776470155984896?s=21&t=SbbzWJQa-Z2l_ojYKUyYbQ	1445	ok	Title: Dr. Cameron Maximus🤴🏻 🥷🏻 🧙🏻‍♂️ 🤵‍♂️ on X: "1/ Outside of family, research suggests there are only three levels of relationships: 1) Daily conta
006	https://twitter.com/patrissimo/status/1657817168837509121?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	https://fxtwitter.com/patrissimo/status/1657817168837509121?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	https://r.jina.ai/http://fxtwitter.com/patrissimo/status/1657817168837509121?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	2916	ok	Title: Patri Friedman 🌆 on X: "Two apps I am really wanting and haven't found:  1) Which of my friends are in city X? (& notify when they come to my c
007	https://twitter.com/picturesfoider/status/1661852876639969282?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	https://fxtwitter.com/picturesfoider/status/1661852876639969282?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	https://r.jina.ai/http://fxtwitter.com/picturesfoider/status/1661852876639969282?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	1983	ok	Title: X  URL Source: http://fxtwitter.com/picturesfoider/status/1661852876639969282?s=46&t=AhQpUapOKuTDnyTM7kI3rQ 
008	https://twitter.com/_shahedk/status/1664306623794364429?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	https://fxtwitter.com/_shahedk/status/1664306623794364429?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	https://r.jina.ai/http://fxtwitter.com/_shahedk/status/1664306623794364429?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	1625	ok	Title: Shahed Khan on X: "Request for Product:  A simple app that shares which city/country you will be in at any point.  
009	https://twitter.com/olivercameron/status/1666183009916309504?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	https://fxtwitter.com/olivercameron/status/1666183009916309504?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	https://r.jina.ai/http://fxtwitter.com/olivercameron/status/1666183009916309504?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	507	ok	Title: X  URL Source: http://fxtwitter.com/olivercameron/status/1666183009916309504?s=46&t=AhQpUapOKuTDnyTM7kI3rQ 
010	https://twitter.com/tommysearle/status/1681762400155090944?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	https://fxtwitter.com/tommysearle/status/1681762400155090944?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	https://r.jina.ai/http://fxtwitter.com/tommysearle/status/1681762400155090944?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	1633	ok	Title: Tommy Searle on X: "sound on https://t.co/r49BEDkTMe" / X  URL Source: http://fxtwitter.com/tommysearle/status/1681762400155090944?s=46&t=AhQpU
011	https://twitter.com/alexyoungkwon/status/1683267301859299329?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	https://fxtwitter.com/alexyoungkwon/status/1683267301859299329?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	https://r.jina.ai/http://fxtwitter.com/alexyoungkwon/status/1683267301859299329?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	478	ok	Title: X  URL Source: http://fxtwitter.com/alexyoungkwon/status/1683267301859299329?s=46&t=AhQpUapOKuTDnyTM7kI3rQ 
012	https://twitter.com/jeehut/status/1683856226176696320?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	https://fxtwitter.com/jeehut/status/1683856226176696320?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	https://r.jina.ai/http://fxtwitter.com/jeehut/status/1683856226176696320?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	471	ok	Title: X  URL Source: http://fxtwitter.com/jeehut/status/1683856226176696320?s=46&t=AhQpUapOKuTDnyTM7kI3rQ 
013	https://twitter.com/devonzuegel/status/1534595292485623808?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	https://fxtwitter.com/devonzuegel/status/1534595292485623808?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	https://r.jina.ai/http://fxtwitter.com/devonzuegel/status/1534595292485623808?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	2035	ok	Title: Devon ☀️ on X: "I built a little tool – it's called Small World, and it helps you make new friends and stay in touch with old ones: https://t.c
014	https://twitter.com/lucy_guo/status/1429812924219105284?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	https://fxtwitter.com/lucy_guo/status/1429812924219105284?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	https://r.jina.ai/http://fxtwitter.com/lucy_guo/status/1429812924219105284?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	1816	ok	Title: Lucy Guo on X: "Your network is your net worth.  1. Raising money is easier  
015	https://x.com/baytalfann/status/1696095399193231572?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	https://fxtwitter.com/baytalfann/status/1696095399193231572?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	https://r.jina.ai/http://fxtwitter.com/baytalfann/status/1696095399193231572?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	2931	ok	Title: Bayt Al Fann on X: "Did you know that in Arabic, there are 12 levels of friendship?   For every level of friendship, there is an Arabic word to
016	https://x.com/eladgil/status/1699291977991540894?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	https://fxtwitter.com/eladgil/status/1699291977991540894?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	https://r.jina.ai/http://fxtwitter.com/eladgil/status/1699291977991540894?s=46&t=AhQpUapOKuTDnyTM7kI3rQ	1120	ok	Title: Elad Gil on X: "I have been long interested in incubating or funding this idea (and even wrote a product spec for it maybe 2 years ago)" / X  U
017	https://x.com/devonzuegel/status/1711400105721397701?s=46	https://fxtwitter.com/devonzuegel/status/1711400105721397701?s=46	https://r.jina.ai/http://fxtwitter.com/devonzuegel/status/1711400105721397701?s=46	1278	ok	Title: Devon ☀️ on X: "As I get older, I realize it's a huge bummer that we collectively decided in our early 20s that Facebook was uncool  It's the o
018	https://x.com/roberageleta/status/1712146233635254614?s=46	https://fxtwitter.com/roberageleta/status/1712146233635254614?s=46	https://r.jina.ai/http://fxtwitter.com/roberageleta/status/1712146233635254614?s=46	2097	ok	Title: Robera Geleta on X: "Have fun splitting the bill.  It’s a work in progress, but DM me if you’re interested in this App. 
019	https://x.com/akothari/status/1814854925769126345?s=46	https://fxtwitter.com/akothari/status/1814854925769126345?s=46	https://r.jina.ai/http://fxtwitter.com/akothari/status/1814854925769126345?s=46	2916	ok	Title: Akshay Kothari on X: "The widespread TikTok-ification of all social apps is quite striking (and sad!) Literally, all apps (Facebook, Instagram,
020	https://x.com/scottbelsky/status/1813263587189604440?s=46	https://fxtwitter.com/scottbelsky/status/1813263587189604440?s=46	https://r.jina.ai/http://fxtwitter.com/scottbelsky/status/1813263587189604440?s=46	2687	ok	Title: scott belsky on X: "ran into a good friend in Rome, and realized: so much serendipity in life is missed by mere seconds.  would be cool (and ob
021	https://x.com/paulg/status/1819177210068324413?s=46	https://fxtwitter.com/paulg/status/1819177210068324413?s=46	https://r.jina.ai/http://fxtwitter.com/paulg/status/1819177210068324413?s=46	1610	ok	Title: Paul Graham on X: "@Suhail This is such a constant pain in the ass." / X  URL Source: http://fxtwitter.com/paulg/status/1819177210068324413?s=4
022	https://tripbff.com/	https://tripbff.com/	https://r.jina.ai/http://tripbff.com/	13935	ok	Title: TripBFF - Travel with friends around the world - Download on iOS now!  URL Source: http://tripbff.com/ 
023	https://www.cise.ufl.edu/%7Eadobra/DaMn/talks/damn05-santini.pdf	https://www.cise.ufl.edu/%7Eadobra/DaMn/talks/damn05-santini.pdf	https://r.jina.ai/http://www.cise.ufl.edu/%7Eadobra/DaMn/talks/damn05-santini.pdf	35300	ok	Title: PageRank as a Function of the Damping Factor  URL Source: http://www.cise.ufl.edu/~adobra/DaMn/talks/damn05-santini.pdf 
024	https://docs.google.com/presentation/d/1F4JkvNJtEKoAyW2j-xxWQ0DltrwSCXpphDdK-AFP31A/edit#slide=id.g2e1bd657c83_4_369	https://docs.google.com/presentation/d/1F4JkvNJtEKoAyW2j-xxWQ0DltrwSCXpphDdK-AFP31A/edit	https://r.jina.ai/http://docs.google.com/presentation/d/1F4JkvNJtEKoAyW2j-xxWQ0DltrwSCXpphDdK-AFP31A/edit	13468	ok	social media signals 2024_v1 WELCOME  
025	https://x.com/ccamp___/status/1853853802090414532?s=46	https://fxtwitter.com/ccamp___/status/1853853802090414532?s=46	https://r.jina.ai/http://fxtwitter.com/ccamp___/status/1853853802090414532?s=46	2132	ok	Title: Colin Campbell on X: "Social agents will become a trillion dollar business if/when someone can successfully create a scaled, hybrid human/agent
026	https://x.com/paging_cora/status/1864739576771940521?s=46	https://fxtwitter.com/paging_cora/status/1864739576771940521?s=46	https://r.jina.ai/http://fxtwitter.com/paging_cora/status/1864739576771940521?s=46	1797	ok	Title: cora on X: "let me help you out with your meet up app. strangers reliably meet up for only 2 reasons   1) sex or likely future sex 
027	https://chatgpt.com/share/67ae60b3-7044-8003-b5d3-16e422c7525b	https://chatgpt.com/share/67ae60b3-7044-8003-b5d3-16e422c7525b	https://r.jina.ai/http://chatgpt.com/share/67ae60b3-7044-8003-b5d3-16e422c7525b	81	failed	Fetch failed
028	https://x.com/devonzuegel/status/1904936666164310329?s=46	https://fxtwitter.com/devonzuegel/status/1904936666164310329?s=46	https://r.jina.ai/http://fxtwitter.com/devonzuegel/status/1904936666164310329?s=46	3295	ok	Title: Devon ☀️ on X: ""It's easier than ever to share ideas, yet some of the most interesting ideas are burrowing deeper underground, circulating qui
029	https://x.com/lnrdrizzo/status/1920783054181728701?s=46	https://fxtwitter.com/lnrdrizzo/status/1920783054181728701?s=46	https://r.jina.ai/http://fxtwitter.com/lnrdrizzo/status/1920783054181728701?s=46	2124	ok	Title: Leonardo Rizzo on X: "How we "guessed" the Pope using network science: inside the cardinal network. A study by me, Beppe Soda and Alessandro Io
030	https://x.com/juliey4/status/1942710861661102297?s=46	https://fxtwitter.com/juliey4/status/1942710861661102297?s=46	https://r.jina.ai/http://fxtwitter.com/juliey4/status/1942710861661102297?s=46	1713	ok	Title: Julie Young on X: "i'd honestly kill for an app where my friends frequently shared pictures from their lives" / X  URL Source: http://fxtwitter
031	https://x.com/rivernolimits/status/1990108726901317668?s=46	https://fxtwitter.com/rivernolimits/status/1990108726901317668?s=46	https://r.jina.ai/http://fxtwitter.com/rivernolimits/status/1990108726901317668?s=46	2847	ok	Title: River - Makina on X: "I want a friend CRM  Just a place I can keep track of cool people I’ve met, my history with them, who they’re connected t
032	https://arxiv.org/pdf/2504.17033	https://arxiv.org/pdf/2504.17033	https://r.jina.ai/http://arxiv.org/pdf/2504.17033	55366	ok	Title: Breaking the Sorting Barrier for Directed Single-Source Shortest Paths  URL Source: http://arxiv.org/pdf/2504.17033 
033	https://x.com/arram/status/2015838119472308224?s=46	https://fxtwitter.com/arram/status/2015838119472308224?s=46	https://r.jina.ai/http://fxtwitter.com/arram/status/2015838119472308224?s=46	1251	ok	Title: Arram in NYC on X: "Claude Code made me the CRM I've wanted for ten years. Automatically updates from text messages, email, iPhoto, calendar, e
034	https://x.com/60fpsdesign/status/2016924160380064038?s=20	https://fxtwitter.com/60fpsdesign/status/2016924160380064038?s=20	https://r.jina.ai/http://fxtwitter.com/60fpsdesign/status/2016924160380064038?s=20	1967	ok	Title: 60fps on X: "Color picker interaction 🟠 🟡🔵 @mymind https://t.co/cPtK4vgBqY" / X  URL Source: http://fxtwitter.com/60fpsdesign/status/2016924160
035	https://x.com/pflegekraft1/status/2020298011365241088?s=46	https://fxtwitter.com/pflegekraft1/status/2020298011365241088?s=46	https://r.jina.ai/http://fxtwitter.com/pflegekraft1/status/2020298011365241088?s=46	2576	ok	Title: Pflegekraft on X: "Meine Mutter hat sich vor kurzem Whatsapp installiert und geglaubt, dass Gruppen dazu da sind, um Kontakte zu sortieren. Lan
